Tweet Text,# number,Medical relevance,X,Does X prevent cancer 
"#colorectalcancer screening, specifically with #colonoscopy, is both diagnostic and therapeutic, meaning it covers #screening and #prevention! https://t.co/pg3Sd5dI8L Colorectal cancer screening may be a form of prevention: Some tests that detect adenomas &amp; polyps can prevent the development of colon cancer because these tests let growths that might become cancer to be detected &amp; removed. Learn more: https://t.co/V90I0qtHiw   #colorectalcancer https://t.co/6a4umPflXb",1,,,
"#DETOXLIVING TRUTH / FOOD EAT OKRA to FIGHT and PREVENT #DIABETES, #CANCER &amp; #KIDNEY DISEASE and other inflammatory conditions such as #FIBROIDS and more!🥗🥗🥗 . 🥗Use food as your medicine… https://t.co/7CYZAV2Uvp",1,,,
"#DYK Oranges 🍊 are a great source of nutrients that help prevent Strokes, Blood Pressure, Cancer, Diabetes and Skin Conditions? Now you know! 😉 . . . . #realtimepainrelief #rtpr #didyouknow #oranges #healthcare #prevention #nutrients #takecareofyourself https://t.co/y8PXS2j2pn",1,,,
#DYK we can prevent sexually transmitted infections and cancer in teen girls with vaccine? via https://t.co/EF8xXV69t6 #HPVvaccine #publichealth,1,,,
#Healthcare: Get the important information you need to help prevent and manage #colorectalcancer. Find out why your doctor recommended stool test or #colonoscopy test for you: Colorectal Cancer Review by Safrebiz https://t.co/5ZFfmqAZ3Z via @YouTube https://t.co/ScEJYuO76W,1,,,
"#Healthy eating is one of the best things you can do to prevent and control health problems such as #heart disease, high blood pressure, type 2 #diabetes, and some types of #cancer. https://t.co/QEQUVSa9cQ",1,,,
"#Hemp can fuel #cars, replace plastic, prevent pollution in air and water, cure #cancer, #epilepsy, #PTSD, #ADHD, #Alzheimer's and more diseases, and makes people #happy. It also is known to scamble and fight #mindcontrol! #release #prisoners is a flip in #MATRIX #PROLIFE #PROGUN",1,,,
#HPV vaccination is the best way to prevent many types of cancers and is recommended at ages 11 or 12. Read more about the link between HPV and cancer: https://t.co/pK0B9XfgRF,1,,,
"#Kiwi is full of #nutrients like Vitamin C, Vitamin K, Vitamin E, potassium and folate. Consumption of this #fruit can help prevent colon cancer.  https://t.co/TbJOygKFWG https://t.co/n17sWIZptW",1,,,
"#Kokum fights oxidative #stress and inflammation. It also protects your liver, is good for your #heart, helps prevent gastric ulcers, and eases anxiety and depression. It can treat diarrhea and diabetes, keep your skin young, and fight #obesity and cancer too.",1,,,
"#LatestNews at https://t.co/mRLw4ki791 : List of Organically Grown, Fresh, Live, and Healthy Foods that kill cancer #cancer #diet #organic #health   https://t.co/MwH44NJfjl  Also find more about list of foods your must avoid to prevent cancer and inflammation https://t.co/MHJA4V3Dua",1,,,
"#LatestNews at https://t.co/mRLw4kzIxB : List of Organically Grown, Fresh, Live, and Healthy Foods that kill cancer #cancer #diet #organic #health   https://t.co/MwH44O0QHV  Also find more about list of foods your must avoid to prevent cancer and inflammation https://t.co/aUnLCnZcih",1,,,
"#LatestNews at https://t.co/mRLw4kzIxB : List of Organically Grown, Fresh, Live, and Healthy Foods that kill cancer #cancer #diet #organic #health   https://t.co/MwH44O0QHV  Also find more about list of foods your must avoid to prevent cancer and inflammation https://t.co/CS8cMc1Hxk",1,,,
"#LatestNews at https://t.co/mRLw4kzIxB : List of Organically Grown, Fresh, Live, and Healthy Foods that kill cancer #cancer #diet #organic #health   https://t.co/MwH44O0QHV  Also find more about list of foods your must avoid to prevent cancer and inflammation https://t.co/DoW6tXC67e",1,,,
"#LatestNews at https://t.co/mRLw4kzIxB : List of Organically Grown, Fresh, Live, and Healthy Foods that kill cancer #cancer #diet #organic #health   https://t.co/MwH44O0QHV  Also find more about list of foods your must avoid to prevent cancer and inflammation https://t.co/E4tqVAFjfU",1,,,
"#LatestNews at https://t.co/R7EcdkWknU : List of Organically Grown, Fresh, Live, and Healthy Foods that kill cancer #cancer #diet #organic #health   https://t.co/NxQkps46i8  Also find more about list of foods your must avoid to prevent cancer and inflammation https://t.co/8LChOomWG4",1,,,
"#LatestNews at https://t.co/R7EcdkWknU : List of Organically Grown, Fresh, Live, and Healthy Foods that kill cancer #cancer #diet #organic #health   https://t.co/NxQkps46i8  Also find more about list of foods your must avoid to prevent cancer and inflammation https://t.co/Kdbq2L9ztB",1,,,
"#LatestNews at https://t.co/R7EcdkWknU : List of Organically Grown, Fresh, Live, and Healthy Foods that kill cancer #cancer #diet #organic #health   https://t.co/NxQkps46i8  Also find more about list of foods your must avoid to prevent cancer and inflammation https://t.co/o9Nx1yzOCg",1,,,
"#LatestNews at https://t.co/R7EcdkWknU : List of Organically Grown, Fresh, Live, and Healthy Foods that kill cancer #cancer #diet #organic #health   https://t.co/NxQkps46i8  Also find more about list of foods your must avoid to prevent cancer and inflammation https://t.co/svRxSmdeW8",1,,,
"#LatestNews at https://t.co/R7EcdkWknU : List of Organically Grown, Fresh, Live, and Healthy Foods that kill cancer #cancer #diet #organic #health   https://t.co/NxQkps46i8  Also find more about list of foods your must avoid to prevent cancer and inflammation https://t.co/UJ2hF7oVWj",1,,,
"#Liberalism - is worst than cancer. Hate in the minds of Liberals converts their healthy cells into yeast, fungus, bacteria and eventually cancer and death. It attacks the liver, kidney, breast, brain, prostate, etc. Alkaline water cannot prevent it. https://t.co/cJRyltO3uw Ivanka Trump is ‘Useless' &amp; a 'Pretty Little Girl,' Michelle Wolf Says in Defense of Samantha Bee...  Ivanka Trump is a successful wife, mother, &amp; business woman. The Extreme left will attack anyone to satisfy their desire to attack women &amp; spread hate. Liberalism is a disease!",1,,,
"#LifeRule #DoctorsOrders Drinking Sangria can prevent you from certain inflammatory conditions, protect your vision, and promote a healthy heart.  In good moderation, it can also prevent chronic diseases and cancer. #DrinkUp https://t.co/1n5QrFd8ia",1,,,
#Moffitt #Cancer Center leads charge to eliminate #HPV-Related Cancers with Increased Vaccination and Screening. https://t.co/BgZvWW0tTy ​HPV and Cervical cancer https://t.co/Ou8aMDxz2A Vaccination Could Prevent Reinfection in Men with HPV https://t.co/w1VXr8BRZD https://t.co/XdRePA8rt8,1,,,
"#NationalSunglassesDay 🕶️ is the perfect time to talk about protecting yourself from the sun's rays!   Dr. Kulkarni suggests Slip, Slop, Slap, and Wrap to prevent excessive sun exposure and lower your skin cancer risk! ☀️ https://t.co/7orJWFvlSR",1,,,
"#NationalSunglassesDay 🕶️ is the perfect time to talk about protecting yourself from the sun's rays!   Dr. Kulkarni suggests Slip, Slop, Slap, and Wrap to prevent excessive sun exposure and lower your skin cancer risk! ☀️ Learn more: https://t.co/b0tjjW7HmX https://t.co/S5RDXbaYpc",1,,,
"#NoTobacco Taking tobacco causes incurable diseases such as cancer, why do people consume it? But now there is a solution to prevent them from which you can get rid of cancer-like illness and get away from tobacco too.Must Watch Sadhna channel at 7:30 pm  #100TheMovie https://t.co/GPlwAuKvQo",1,,,
"#OAD_Healthtips #Cashews prevent heart diseases, healthy development of bones, muscles, tissues and organs, reduce risk of diabetes, cancer chemopreventive agent, reduce risk of anemia, boost immune system, prevent gallstones &amp; many more. Just click on: https://t.co/dpq7fyKA5j https://t.co/ArBGFse25J",1,,,
"#OAD_Healthtips #Eggplant aids in digestion and weight loss, helps prevent cancer, reduces risk of anemia, boosts brain function, birth defect prevention, cardiovascular and bone health &amp; many more. Just click on: https://t.co/Ln5toslm4I https://t.co/VHyBABkRWV",1,,,
"#Ondansetron https://t.co/xoMlTv20QI is a medication used to prevent nausea and vomiting caused by cancer chemotherapy, radiation therapy, or surgery. It is also useful in gastroenteritis.",1,,,
"#Papaya is a rich source of antioxidants, phytonutrients &amp; flavonoids that prevent your cells from undergoing free radical damage. Some studies have also linked the consumption papaya to reduced risk of colon and prostate #cancer. #freshfruit #aginganswers #411onaging #MensHealth https://t.co/8R5VW2R8Xd",1,,,
"#PatientSafety Fast Fact: This statistic puts medical errors as the third leading cause of death in the U.S., behind heart disease and cancer. Explore our safety solutions to prevent errors &amp; improve outcomes: https://t.co/mVgAv029f5 https://t.co/h9G09joHOx",1,,,
"#Pumpkin powder can prevent cancer effectively, because it can eliminate the mutation function of cancerogen and the egeneration ability of liver and kidney. #NBAAwards #civility https://t.co/xAAWSAPUxg",1,,,
"#Repost consciousvibrancy with get_repost ・・・ The health benefits of grapes are endless, from helping prevent cancer to treating indigestion and poor eyesight.  Grapes are a rich source… https://t.co/No5XdETxnZ",1,,,
"#Researchers have developed new medication which could help to treat and prevent #chemotherapy and #radiotherapy-induced oral mucositis in head and neck cancer patients. The #melatonin compound, in the form of a gel, has now passed phases 1 and 2 of clinical trials... https://t.co/xU66qrglFL",1,,,
#RT @CNN: A common drug used to control blood pressure and help prevent heart failure is being recalled in 22 countries because it contains a chemical that poses a potential cancer risk https://t.co/O1ilP8ATBM https://t.co/efiQaeATf6,1,,,
"#RT @talkRADIO: Why is Britain struggling to prevent heart attacks, strokes and cancer compared to other countries? Watch again ▼  @JuliaHB1 | @BenPBradshaw | @HealthFdn | https://t.co/qmYhe5c1HT https://t.co/Lkk1L4Ior5",1,,,
#ScienceSaturday: Learn how to prevent #cancer with #diet with the latest evidence from #AICR and #WCRF #ThePlantPoweredDietitian  https://t.co/TmBg5vZsRe https://t.co/Lt7uisyFpz,1,,,
"#stillcancerfree because I am #veganstrong #veganfortheanimals #vegan4yourhealth #standupfortheanimals because they all deserve to be loved, cherished &amp; respected. https://t.co/zHp53kA5hM A diet rich in fruits and vegetables may help to reduce our risk of heart disease, eye disease, high blood pressure and stroke, ease digestive problems, aid in healthy weight management and prevent certain types of cancer. #stillcancerfree #veganstrong #livethatlife",1,,,
"#STUDY: #Gardasil #Vaccine via its #Aluminum Adjuvant &amp; #HPV Antigens Can Trigger #Autoimmune Reactions  https://t.co/1r2rB4DGmn  #vaccines #LearnTheRisk https://t.co/wroZ12OqwW Gardasil, which protects against four HPV types (6, 11, 16, and 18), is approved by the FDA for use by females aged 9-26 to help prevent cancer of the cervix, vagina, and vulva; genital warts, and anal cancer. https://t.co/vH2WBEgTIC",1,,,
"#Summer is here and though applying sunscreen might seem like a hassle, it can prevent sunburn, skin aging, and worst of all, skin cancer. https://t.co/0kfjUPvDBN https://t.co/gZ5usLs4mc",1,,,
#Therapies HPV vaccination to prevent cancer and pre-cancerous changes of the cervix. [https://t.co/NH46zl2nLM] #Cancer,1,,,
"#ThursdayTips:  Taking care of your skin is crucial, but arguably most important during the summer months.  Here's 7 great tips on how to protect your skin from the harsh summer sun and in turn work to prevent skin cancer! https://t.co/rPovkHODKX",1,,,
"#TipFriday: This summer, safeguard yourself and your family from getting too much sun. Prevent skin cancer and learn how to protect yourself: https://t.co/BchAELPp1I https://t.co/WVMPeV1cLK",1,,,
#TipTuesday Did you know that researchers believe that more than half of all cancers and cancer deaths are potentially preventable? Make sure you get regular check-ups and talk to your doctor about how you can take steps to prevent cancer and other diseases.,1,,,
