Tweet Text,# number,Medical relevance,X,Does X cause cancer 
"@simplelogical @spikesandspokes @AlanFreestone Stating this makes no difference to people's positive experience with #homeopathy. By all means dismiss it if you need to, but it pales in significance when you consider the fact that prescription medication is the third leading cause of death after heart disease and cancer.",1,,,
"@11thEarl When you explain to people that their vehicle emits particles that cause cancer and they respond with ""fuck off"" it suggests a degree of denial. Lots of people like her don't realise the emissions have nothing to do with the engine.",1,,,
"#Tobacco smoke is a cocktail of over 7000 chemicals: of which 200 are poisonous, and over 60 cause cancer. https://t.co/goARK0mHwQ",1,,,
"@bf9777 @VeganForLifeNZ @SweetSpaceship Wild animals eat each other to survive. Humans don't need to eat animals yet we torture them their entire lives and forcibly breed them as slaves, and in the process we give ourselves cancer, cause others of our own kind to starve, and destroy our only planet. No comparison.",1,,,
"Please support our team @bikeVeloSano,  2 wks away.  W/ blueberries, green tea, and consistency, I'm mentally/physically strong 4 da cause &amp; ready to lead by example! Free nutrition tips given ad lib :)  #velosano5 #CCF #Su2c #radonc #fitness #prevention   https://t.co/gMiImRlSbK https://t.co/eQ5ChJwXV0",1,,,
Why is this important? Breast ca is leading cause of cancer death in women in India and other LMICs. https://t.co/UDnel0Q2MJ,1,,,
"@kevinklix @CarynBrophy @Datasmate @TMURPH88 @ElderLansing @LAKER_GIRL_100 @realDonaldTrump Listen u idiot YOU Cannot assume or control HEALTH. The healthiest people with healthist habita can STILL get cancer etc cause they can be Environmental  and/ Or hereditary causes. Dont be so arrogant, it can bite you in the ass💅🏼",1,,,
25 of the top foods and herbs which kill the cancer stem cells at the root cause of cancerhttp://kud.nu/e2u9,1,,,
@joycecherrier No it’s acidic and can cause cancer.,1,,,
"What a stunning line-up, and supporting a good cause as well!  Dont forget the Classic Car Show at the Castle on Sunday 15th July.  We have tickets at Sherborne TIC.  @VisitSherborne @visit_dorset @sherbornetimes https://t.co/FnVHvLwP8r",1,,,
"@applewriter @star_brow @semanticist Obesity is a cause of cancer, if this fact offends you then clearly it's more telling about yourself and how weak/pathetic you are.",1,,,
"Hi! I’m a week into this #DryJuly thing and it’s hard!  If you feel like donating a buck or two to help cancer patients, link the tweet below (and it’ll help keep me going!) https://t.co/NBouUeEDcK Hi! So for the month of July, I’m going dry to help support cancer research*!  If you want to throw a couple of bucks to help support the cause and help me meet my goal, that would be appreciated! Thank you!  (*In Australia)  https://t.co/2D6q3NwtW6 #DryJuly",1,,,
"@scottienhughes Have be very careful with any smoke, could carry ash, could be mixed with toxic plastic fumes which cause cancer. Gotta close all the windows, close off all the vents, turn off AC and leave.",1,,,
If you eat Meat and Consume dairy YOU BETTER WATCH THIS!! Please RT.  Animal Protein -- Meat and Dairy -- Cause Cancer https://t.co/AZhnySf36Y via @YouTube,1,,,
"@PLATOSCAVE007 https://t.co/4PZqQC3A1r long video but some amazing stuff. Especially a lot of info on viruses, lee Harvey, Cuba, Castro shit that goes unmentioned and hidden. SV-40 was given in polio vaccine from monkeys known to cause cancer and suppressed and hidden what big pharma does best",1,,,
"@sunyaaa @sciam @aisneed Crispr is a cancer minefield. It will be more detrimental than beneficial. Cells and human genome has very complex mechanisms, alteration of which at gene or multi gene level will cause many serious unintended consequence, with a high likelihood of cancer.",1,,,
"@NBCNightlyNews @kristendahlgren The use of antibiotics, PPIs, cancer drugs, and many other chemical meds, have incresased the incidents of allergic reactions.  Environmental toxins have also cause allergic reactions.  Find out why certain medications cause allergies. Go to https://t.co/ousShUJvQN",1,,,
"I'm sure you'd be cool with rubbing oxybenzone, zinc oxide, and titanium dioxide on your skin.  Keep doing it; you're totally fine. https://t.co/cxLlz8Rf2h Sunscreen does not cause cancer.   No diet will protect you from sunburn.   Antioxidants are not magic.   Staying in the shade is fine, but staying in the shade because you're afraid of sunscreen is just stupid. https://t.co/UsiOX0H9A3",1,,,
".@billyeichner: ""I am so proud &amp; lucky to work on American Horror Story, with an extraordinary, diverse group of actors, producers &amp; writers I truly adore. But anyone working 4 a Fox network needs to speak out against the American cancer that is @FoxNews"" https://t.co/3xhKLv3LkZ And this is why fox dropping #b99 was ultimately the best thing ever cause fox is trash and b99 deserved better #imho https://t.co/81oD92Hemo",1,,,
@AP In California everything has been found to cause cancer and has to be labeled. All newborns are tattooed with a warning as being born was determined by the state of California to cause cancer.,1,,,
"@MushroomGrain02 Look, I know the fanbase is cancer, but it's a stupid excuse to not like the game or not want a character to be in Smash. Just don't look it up, I'm a fan of the game, and I'm sick of it too, especially cause everyone judges me all because I like the game, it makes me very angry.",1,,,
Find me here too with https://t.co/GS2YvVjFG3 this summer. Cause Cancer season and life. Sigh.  😢💚 https://t.co/HF4w52lCzw,1,,,
@itsmearlynn @starheal Look up ur natal chart on Astro cafe and in the second Collum find cancer cause it’s cancer szn n whatever house cancer is in will b effected for u,1,,,
"Most of the mineral water including the one by Nestlé contains harmful agents. There was a campaign since many years that tried to expose hazards of bottled water sold 💦 by Pepsi, CocaCola and Nestlé https://t.co/VqXPrBQh2z @SikanderFayyaz Coke is manufacturing Dasani water, the later recently launched in pak. it’s (DASANI) is banned in many countries because it contain Bromate agent which cause cancer and also plastic presence in this water too (as per some reports)",1,,,
"Chemicals in non-stick pans get into drinking water and may cause cancer, report warns https://t.co/Wj4BYcKAE4",1,,,
"Me, ""Basically, CRISPR does not cause cancer. After CRISPR edits the DNA of a cell the p53 gene tries to heal the cell from the edit.  If the p53 gene malfunctions and can't heal the cell, then cancer can occur. This... https://t.co/HFnCwXCLc3",1,,,
It’s cancer szn cause I was happy then sad then happy and then sad again smh,1,,,
Outburst Boot Cancer Challenge would like to thank everyone who supports the cause and the patients of Our Lady Hospice Thigio. May God continue to bless you more and more. Friday visit to Thigio. #SUPPORTthefighters #ADMIREthesurvivors #HONORthetaken #keepHOPEalive,1,,,
"trump is dragging our country into the cesspool that is his life. When you tell so many lies, you no longer know the truth and you cause chaos. He is a cancer growing throughout our country. https://t.co/4alfqeOnWw",1,,,
"@Wil_Dasovich @YouTube Wil you should have a rest muna. Take a break, maybe start vlogging after months, cause i saw you've been through a lot of stuffs bruh. Like being kicked out of PBB, being diagnosed with stage 3 cancer. Have some rest, so you won't be editing vlogs Just chill with Alodia and fam.",1,,,
"@thawrastler YALL NOTHING BUT THE TRUTH!   Douching frequently can cause colon cancer, cause to much stress on your muscle, and cleaning out the bacteria constantly can make you sick (your body also needs good bacteria)   You can always improve on diet to avoid messy hook ups.",1,,,
"Had #dearcustomer walk up to me and another coworker after cashing out yesterday to “spread the word” about how pesticides cause breast cancer and that we shouldn’t be selling Round Up. It was a full 10 minute rant, including 2 songs. #YouCantMakeThisShitUp #retailhell",1,,,
My dad made Just Fine X Mary J Blige our happy song cause my medicine would deadass give me mood swings when I had cancer and I was grumpy as shit every morning when he dropped me off at school so he would try to cheer me up😂I’ll never forget it I love that man❤️,1,,,
I hope y’all are ready for cancer season and this Neptune retrograde until November cause I’m struggling tbh https://t.co/JsmBTWuD6C,1,,,
"New data from CDC: In 2015, the latest year for which incidence data are available, 1,633,390 new cases of #cancer were reported, and 595,919 people died of cancer in the US. Cancer is the 2nd leading cause of death in th US after heart disease. https://t.co/2618fP14uD",1,,,
"@JulieFleshman @PanCAN As a 5+ year survivor, I am being joined by a 4+ year survivor and we are going to washington DC to ask our representatives and congressmen to continue supporting the cause by approving the funding needed for the research to stop this cancer.",1,,,
"via @Newsweek Toxic Chemicals Found in Tap Water Could Cause Cancer and Developmental Delays, Report Says https://t.co/RxF8GKJXVX https://t.co/xBAI0F4fk5",1,,,
Aries ain’t on this cause your just suppose to find us and marry us. Dating is a waste of time with us Aries. https://t.co/XvQtdtFRBn,1,,,
Get protected‼️ Stay protected‼️  Even though we are more clued up than ever and know that uv exposure is the main preventable cause of skin cancer were still not protecting ourselves! The nations sun cream habits... https://t.co/kEW0sGnM0K,1,,,
"Pancreatic cancer is the fourth leading cause of cancer death in the United States. In hopes to improve the outcome for individuals diagnosed, Hoag has developed an early-detection program through the use of labs, imaging and testing. https://t.co/Zjn7FzTmAv",1,,,
"It is not a surprise that oranges are full of vitamin C. But not everyone knows that it protects cells by neutralizing free radicals. Free radicals cause chronic diseases, like cancer and heart disease.  #interestingfacts #oranges #health https://t.co/sszNZYQhQw",1,,,
"@ErnieWarrender You're right. You should have the right to do something which has been proven to cause cancer and kill people. Fuck other people, am I right? ""Fuck other people"" - that's the perfect slogan for UKIP! You can have that, free of charge. A gift from me to you X",1,,,
"@Twitch really has some catching up to do against @WatchMixer's streaming standard, FTL. I mean, Low Latency is nice and all, but Twitch's encoding servers cause buffering and are just cancer for affiliates. Mixer however delivered 900p .5ms latency like absolute butter.",1,,,
